x,y,z,q,,act_x,act_y,dist
7116,4854,319,47,,7.215,4.955,0.141428427128354
7115,4862,308,48,,,,0.136561341528267
7135,4860,290,44,,,,0.124197423483742
7130,4855,311,51,,,,0.131244047484067
7129,4847,332,51,,,,0.138057958843378
7112,4853,359,55,,,,0.144958614783669
7116,4854,338,47,,,,0.141428427128354
7128,4866,325,47,,,,0.124458828533777
7130,4873,313,48,,,,0.118105884696741
7131,4873,314,49,,,,0.117388244726633
7115,4882,322,52,,,,0.123810338825156
7106,4880,328,51,,,,0.132310241478126
7108,4889,334,51,,,,0.125717938258627
7105,4887,348,52,,,,0.129321305282617
7114,4884,344,49,,,,0.123458495049956
7119,4876,318,46,,,,0.124326183887385
7108,4859,330,51,,,,0.143753260832581
7116,4856,331,49,,,,0.140007142674937
7119,4857,324,48,,,,0.13718600511714
7113,4842,323,49,,,,0.1522268044728
7116,4832,330,49,,,,0.157892368403289
7110,4823,325,49,,,,0.168668313562447
7109,4835,334,51,,,,0.160112460477003
7117,4841,329,48,,,,0.150332963783729
7120,4839,321,48,,,,0.149936653290648
7112,4850,335,52,,,,0.147085009433321
7113,4869,315,48,,,,0.133416640641263
7111,4871,326,51,,,,0.133686199736547
7121,4858,307,45,,,,0.135074053763112
7131,4857,313,48,,,,0.1290736224021
7118,4856,335,53,,,,0.138600144300069
7123,4856,325,48,,,,0.13514806694881
7128,4862,303,46,,,,0.127349911660747
7122,4858,321,51,,,,0.13438005804434
7126,4855,324,49,,,,0.133869339282749
7117,4851,341,52,,,,0.14289856542317
7097,4855,353,53,,,,0.154673850407882
7103,4849,335,47,,,,0.15420765220961
7099,4850,353,53,,,,0.156464053379682
7103,4852,340,48,,,,0.152161098839355
7098,4859,333,50,,,,0.151343979067553
7110,4857,313,46,,,,0.143627991700782
7105,4856,336,53,,,,0.147989864517811
7107,4856,324,48,,,,0.146509385364897
7115,4853,316,47,,,,0.142842570685353
7116,4853,316,49,,,,0.142144292885786
7111,4863,316,50,,,,0.138852439661678
7116,4865,319,49,,,,0.133794618725867
7124,4857,302,45,,,,0.1337348122218
7126,4845,283,45,,,,0.141495582969929
7130,4849,302,50,,,,0.135871262598093
7127,4839,301,48,,,,0.14560219778561
7112,4852,301,50,,,,0.145663996924428
7113,4854,323,51,,,,0.143544418212621
7130,4855,320,47,,,,0.131244047484067
7135,4854,317,48,,,,0.128844867961437
7123,4847,327,51,,,,0.141873182807745
7127,4839,333,49,,,,0.14560219778561
7136,4844,332,48,,,,0.136242430982422
7116,4862,335,52,,,,0.135830777072061
7110,4856,338,50,,,,0.144312161649668
7111,4851,327,48,,,,0.147078210486802
7126,4847,326,47,,,,0.139946418317869
7121,4857,330,50,,,,0.135793961574143
7118,4845,325,48,,,,0.146659469520382
7106,4843,324,50,,,,0.156284996080878
7101,4846,316,49,,,,0.157724443254684
7101,4851,337,52,,,,0.154311373527683
7117,4854,315,45,,,,0.140730238399571
7126,4842,308,46,,,,0.143840189098875
7122,4836,314,49,,,,0.151029798384292
7114,4836,313,49,,,,0.15608331108738
7115,4837,331,51,,,,0.154673850407882
7120,4849,336,50,,,,0.142341139520519
7122,4851,335,49,,,,0.13951702405083
7125,4859,339,50,,,,0.131590273196768
7137,4880,325,47,,,,0.108208132781229
7139,4868,314,47,,,,0.115520560940466
7134,4864,309,48,,,,0.121827747249959
7129,4870,317,50,,,,0.120917327128911
7129,4868,327,50,,,,0.122331516789419
7135,4854,327,48,,,,0.128844867961437
7129,4852,329,50,,,,0.134182711255959
7129,4852,329,0,,,,0.134182711255959
7123,4829,315,46,,,,0.156012819986051
7126,4832,301,46,,,,0.15182226450689
7121,4827,307,49,,,,0.158808060248842
7115,4843,308,50,,,,0.150146595032988
7118,4855,305,48,,,,0.139316187142772
7115,4858,318,51,,,,0.139316187142773
7117,4860,305,47,,,,0.136488094718917
7122,4859,324,51,,,,0.133660016459673
7127,4843,305,45,,,,0.142435950518119
7121,4852,306,49,,,,0.139445329789132
7119,4864,315,50,,,,0.132276226133043
7123,4857,313,48,,,,0.134417260796372
7132,4859,298,46,,,,0.126905476635171
7121,4869,323,53,,,,0.127404866469064
7124,4858,319,48,,,,0.133003759345366
7122,4847,306,47,,,,0.142523682242636
7123,4842,317,49,,,,0.145715476185613
7125,4851,309,48,,,,0.137535449975634
7134,4859,303,47,,,,0.12560652849275
7124,4869,301,49,,,,0.125207827231368
7124,4873,305,49,,,,0.122494897852931
7122,4880,323,51,,,,0.119473846510439
7119,4877,320,49,,,,0.12369316876853
7125,4882,322,49,,,,0.11588356225108
7131,4885,301,46,,,,0.109343495462693
7124,4879,302,49,,,,0.118562219952226
7124,4881,303,49,,,,0.117290238297993
7116,4873,291,47,,,,0.128549601321824
